chrom,start,end,strand,name
Chr1,78831,85619,-,KH.L60.4.v1.A.SL1-1
Chr1,78831,85619,-,KH.L60.4.v2.A.SL1-1
Chr1,78831,85569,-,KH.L60.4.v1.A.SL2-1
Chr1,78831,85569,-,KH.L60.4.v2.A.SL2-1
Chr1,86634,88180,+,KH.L60.13.v1.A.ND1-1
Chr1,86680,90720,-,KH.L60.15.v1.A.ND1-1
Chr1,88719,90874,+,KH.L60.8.v1.A.ND1-1
Chr1,91094,93333,-,KH.L60.16.v1.A.SL1-1
Chr1,93334,94525,-,KH.L60.5.v1.A.ND1-1
Chr1,93334,94499,-,KH.L60.5.v1.A.nonSL4-1
Chr1,93334,94479,-,KH.L60.5.v1.A.SL6-1
Chr1,93334,94470,-,KH.L60.5.v1.A.SL2-1
Chr1,93334,94461,-,KH.L60.5.v1.A.SL3-1
Chr1,93334,93922,-,KH.L60.5.v1.A.nonSL5-1
Chr1,94679,95112,-,KH.L60.6.v1.A.ND1-1
Chr1,100710,102551,-,KH.L60.11.v1.B.SL2-1
Chr1,100710,102537,-,KH.L60.11.v1.B.SL1-1
Chr1,103170,108462,+,KH.L60.2.v1.A.ND2-1
Chr1,103182,108462,+,KH.L60.2.v2.A.ND1-1
Chr1,103282,108462,+,KH.L60.2.v1.A.SL3-1
Chr1,103282,108462,+,KH.L60.2.v2.A.SL3-1
Chr1,109710,113217,-,KH.C1.1066.v1.A.SL1-1
Chr1,109710,113144,-,KH.C1.1066.v1.A.nonSL3-1
Chr1,109710,113123,-,KH.C1.1066.v1.A.nonSL4-1
Chr1,109710,113119,-,KH.C1.1066.v1.A.nonSL2-1
Chr1,116536,118186,-,KH.C1.714.v1.A.ND1-1
Chr1,135807,148027,-,KH.C1.335.v2.A.SL2-1
Chr1,135807,144295,-,KH.C1.335.v1.A.SL4-1
Chr1,135807,144284,-,KH.C1.335.v1.A.SL3-1
Chr1,135807,144276,-,KH.C1.335.v1.A.SL1-1
Chr1,148028,148527,-,KH.C1.56.v1.C.ND1-1
Chr1,148028,148109,-,KH.C1.56.v1.C.SL2-1
Chr1,150650,153399,+,KH.C1.1214.v1.A.ND1-1
Chr1,153400,159199,+,KH.C1.1039.v1.A.SL1-1
Chr1,153497,159199,+,KH.C1.1039.v1.A.SL2-1
Chr1,153580,159199,+,KH.C1.1039.v1.A.nonSL7-1
Chr1,153610,159199,+,KH.C1.1039.v1.A.nonSL3-1
Chr1,153612,159199,+,KH.C1.1039.v1.A.nonSL15-1
Chr1,153613,159199,+,KH.C1.1039.v1.A.nonSL13-1
Chr1,153614,159199,+,KH.C1.1039.v1.A.nonSL4-1
Chr1,153615,159199,+,KH.C1.1039.v1.A.nonSL10-1
Chr1,153616,159199,+,KH.C1.1039.v1.A.nonSL9-1
Chr1,153618,159199,+,KH.C1.1039.v1.A.nonSL6-1
Chr1,153620,159199,+,KH.C1.1039.v1.A.nonSL12-1
Chr1,153621,159199,+,KH.C1.1039.v1.A.SL8-1
Chr1,153632,159199,+,KH.C1.1039.v1.A.nonSL16-1
Chr1,153634,159199,+,KH.C1.1039.v1.A.nonSL5-1
Chr1,153638,159199,+,KH.C1.1039.v1.A.nonSL14-1
Chr1,153673,159199,+,KH.C1.1039.v1.A.nonSL11-1
Chr1,159227,160905,-,KH.C1.1256.v1.A.SL1-1
Chr1,159227,160888,-,KH.C1.1256.v1.A.nonSL5-1
Chr1,159227,160879,-,KH.C1.1256.v1.A.nonSL2-1
Chr1,159227,160859,-,KH.C1.1256.v1.A.SL6-1
Chr1,159227,160846,-,KH.C1.1256.v1.A.nonSL3-1
Chr1,159227,160836,-,KH.C1.1256.v1.A.SL4-1
Chr1,161587,165008,-,KH.C1.636.v1.A.ND1-1
Chr1,170759,172616,+,KH.C1.159.v1.A.nonSL4-1
Chr1,170761,172616,+,KH.C1.159.v1.A.nonSL3-1
Chr1,170763,172616,+,KH.C1.159.v1.A.nonSL5-1
Chr1,183214,184555,+,KH.C1.114.v1.A.ND1-1
Chr1,185368,187367,-,KH.C1.1153.v1.A.ND1-1
Chr1,187885,197787,-,KH.C1.1100.v1.A.SL2-1
Chr1,202706,209454,-,KH.C1.996.v1.A.SL1-1
Chr1,202706,209373,-,KH.C1.996.v1.A.nonSL3-1
Chr1,202706,209370,-,KH.C1.996.v1.A.nonSL5-1
Chr1,202706,209362,-,KH.C1.996.v1.A.nonSL4-1
Chr1,202706,209359,-,KH.C1.996.v1.A.nonSL2-1
Chr1,210168,216531,-,KH.C1.523.v2.A.nonSL8-2
Chr1,210168,216496,-,KH.C1.523.v2.A.nonSL7-2
Chr1,210168,216108,-,KH.C1.523.v2.A.SL6-2
Chr1,210168,216107,-,KH.C1.523.v2.A.nonSL5-2
Chr1,210168,216105,-,KH.C1.523.v2.A.SL1-2
Chr1,210168,216105,-,KH.C1.523.v2.A.nonSL1-2
Chr1,210168,216099,-,KH.C1.523.v2.A.nonSL4-2
Chr1,210168,216093,-,KH.C1.523.v2.A.nonSL3-2
Chr1,212490,216531,-,KH.C1.523.v1.A.nonSL8-1
Chr1,212490,216496,-,KH.C1.523.v1.A.nonSL7-1
Chr1,212490,216108,-,KH.C1.523.v1.A.SL6-1
Chr1,212490,216107,-,KH.C1.523.v1.A.nonSL5-1
Chr1,212490,216105,-,KH.C1.523.v1.A.SL1-1
Chr1,212490,216105,-,KH.C1.523.v1.A.nonSL1-1
Chr1,212490,216099,-,KH.C1.523.v1.A.nonSL4-1
Chr1,212490,216093,-,KH.C1.523.v1.A.nonSL3-1
Chr1,217290,274999,-,KH.C1.1202.v1.A.SL1-1
Chr1,227049,230693,+,KH.C1.568.v1.A.SL2-2
Chr1,227050,228851,+,KH.C1.568.v2.A.ND1-1
Chr1,229402,230693,+,KH.C1.568.v3.A.SL3-2
Chr1,240515,244582,-,KH.S1387.1.v1.B.ND1-1
Chr1,253666,256146,+,KH.C1.1156.v1.A.SL1-1
Chr1,253669,256146,+,KH.C1.1156.v1.A.SL2-1
Chr1,253855,256146,+,KH.C1.1156.v1.A.nonSL4-1
Chr1,253888,256146,+,KH.C1.1156.v1.A.nonSL3-1
Chr1,254531,256146,+,KH.C1.1156.v1.A.nonSL5-1
Chr1,261045,261651,+,KH.C1.318.v1.A.ND1-1
Chr1,275500,276487,-,KH.C1.1246.v1.C.ND1-1
Chr1,296721,304485,+,KH.C1.608.v2.A.SL1-1
Chr1,296721,298889,+,KH.C1.608.v1.A.SL1-2
Chr1,296744,304485,+,KH.C1.608.v2.A.SL3-1
Chr1,296744,298889,+,KH.C1.608.v1.A.SL3-2
Chr1,298512,304485,+,KH.C1.608.v3.A.SL2-1
Chr1,298512,298889,+,KH.C1.608.v4.A.SL2-2
Chr1,305263,312305,+,KH.C1.130.v2.A.SL3-1
Chr1,305292,312305,+,KH.C1.130.v2.A.SL2-1
Chr1,313006,330429,+,KH.C1.631.v1.A.SL1-1
Chr1,323810,330429,+,KH.C1.631.v3.A.SL3-1
Chr1,324212,330429,+,KH.C1.631.v2.A.SL2-1
Chr1,330869,332995,+,KH.C1.139.v1.A.ND2-1
Chr1,331066,332995,+,KH.C1.139.v2.A.SL1-1
Chr1,335218,338586,+,KH.C1.1166.v1.A.ND1-1
Chr1,335257,336213,-,KH.C1.1253.v1.A.ND1-1
Chr1,387544,433281,+,KH.C1.791.v1.A.ND1-1
Chr1,434266,441125,-,KH.C1.1220.v1.A.nonSL3-1
Chr1,434266,439174,-,KH.C1.1220.v2.A.SL2-1
Chr1,445441,449124,+,KH.C1.1216.v1.A.ND1-1
Chr1,445455,449124,+,KH.C1.1216.v1.A.nonSL7-1
Chr1,445460,449124,+,KH.C1.1216.v1.A.nonSL15-1
Chr1,445469,449124,+,KH.C1.1216.v1.A.nonSL19-1
Chr1,445476,449124,+,KH.C1.1216.v1.A.nonSL13-1
Chr1,445478,449124,+,KH.C1.1216.v1.A.nonSL5-1
Chr1,445480,449124,+,KH.C1.1216.v1.A.nonSL8-1
Chr1,445481,449124,+,KH.C1.1216.v1.A.nonSL3-1
Chr1,445487,449124,+,KH.C1.1216.v1.A.nonSL11-1
Chr1,445488,449124,+,KH.C1.1216.v1.A.nonSL12-1
Chr1,445489,449124,+,KH.C1.1216.v1.A.nonSL10-1
Chr1,445490,449124,+,KH.C1.1216.v1.A.nonSL6-1
Chr1,445495,449124,+,KH.C1.1216.v1.A.nonSL14-1
Chr1,445497,449124,+,KH.C1.1216.v1.A.nonSL17-1
Chr1,445498,449124,+,KH.C1.1216.v1.A.nonSL9-1
Chr1,445501,449124,+,KH.C1.1216.v1.A.nonSL18-1
Chr1,445502,449124,+,KH.C1.1216.v1.A.nonSL16-1
Chr1,445504,449124,+,KH.C1.1216.v1.A.nonSL2-1
Chr1,445507,449124,+,KH.C1.1216.v1.A.nonSL4-1
Chr1,451230,453715,+,KH.C1.869.v1.A.SL1-1
Chr1,454407,462837,+,KH.C1.287.v1.A.nonSL2-1
Chr1,454423,462837,+,KH.C1.287.v1.A.SL1-1
Chr1,454428,462837,+,KH.C1.287.v1.A.nonSL3-1
Chr1,454432,462837,+,KH.C1.287.v1.A.nonSL5-1
Chr1,454482,462837,+,KH.C1.287.v1.A.nonSL4-1
Chr1,463007,463722,+,KH.C1.671.v1.A.ND1-1
Chr1,465147,467679,+,KH.C1.1225.v1.A.SL4-1
Chr1,465311,467679,+,KH.C1.1225.v1.A.nonSL2-1
Chr1,467633,475438,+,KH.C1.78.v1.A.SL3-1
Chr1,467633,467679,+,KH.C1.1225.v2.A.SL3-1
Chr1,467650,475438,+,KH.C1.78.v1.A.SL1-1
Chr1,467680,475438,+,KH.C1.78.v1.A.SL2-1
Chr1,469152,478142,+,KH.S1223.1.v1.B.ND1-1
Chr1,485168,487258,+,KH.C1.582.v1.A.ND1-1
Chr1,492671,504843,+,KH.C1.1300.v1.A.SL1-1
Chr1,492686,504843,+,KH.C1.1300.v1.A.SL2-1
Chr1,492840,504843,+,KH.C1.1300.v1.A.SL3-1
Chr1,505150,516400,-,KH.C1.593.v1.A.ND1-1
Chr1,505150,515343,-,KH.C1.593.v2.A.SL2-1
Chr1,516889,518707,+,KH.C1.1197.v1.A.SL1-1
Chr1,518718,527683,+,KH.C1.301.v1.A.SL1-1
Chr1,525326,526660,+,KH.S2146.1.v1.A.ND1-1
Chr1,528280,530511,-,KH.C1.329.v1.A.SL7-1
Chr1,528280,530495,-,KH.C1.329.v1.A.SL2-1
Chr1,528280,530494,-,KH.C1.329.v1.A.nonSL4-1
Chr1,528280,530479,-,KH.C1.329.v1.A.nonSL11-1
Chr1,528280,530477,-,KH.C1.329.v1.A.SL1-1
Chr1,528280,530464,-,KH.C1.329.v1.A.SL13-1
Chr1,528280,530459,-,KH.C1.329.v1.A.nonSL5-1
Chr1,528280,530454,-,KH.C1.329.v1.A.nonSL10-1
Chr1,528280,530438,-,KH.C1.329.v1.A.nonSL9-1
Chr1,528280,530435,-,KH.C1.329.v1.A.nonSL6-1
Chr1,528280,530434,-,KH.C1.329.v1.A.nonSL8-1
Chr1,528280,530432,-,KH.C1.329.v1.A.nonSL12-1
Chr1,528280,530430,-,KH.C1.329.v1.A.nonSL3-1
Chr1,530478,531397,-,KH.C1.821.v1.A.SL1-1
Chr1,530478,531026,-,KH.C1.821.v1.A.SL2-1
Chr1,530478,530511,-,KH.C1.821.v1.A.SL3-1
Chr1,534293,535962,+,KH.C1.897.v1.A.SL1-1
Chr1,535963,537630,+,KH.C1.516.v1.A.SL1-1
Chr1,535970,537630,+,KH.C1.516.v1.A.SL3-1
Chr1,536669,537630,+,KH.C1.516.v1.A.nonSL2-1
Chr1,536670,537630,+,KH.C1.516.v1.A.nonSL5-1
Chr1,536990,538667,+,KH.C1.230.v2.A.ND1-1
Chr1,537631,538667,+,KH.C1.230.v1.A.SL2-1
Chr1,539546,544985,+,KH.C1.1011.v1.A.SL1-1
Chr1,545152,563917,-,KH.C1.208.v1.A.ND1-1
Chr1,545152,563826,-,KH.C1.208.v1.A.SL2-1
Chr1,565462,575236,+,KH.C1.1208.v1.A.ND1-1
Chr1,589296,599899,-,KH.C1.269.v1.A.SL1-1
Chr1,599900,625006,-,KH.C1.15.v1.A.SL4-1
Chr1,599900,624994,-,KH.C1.15.v1.A.SL3-1
Chr1,599900,624976,-,KH.C1.15.v1.A.SL1-1
Chr1,599900,624972,-,KH.C1.15.v1.A.SL6-1
Chr1,599900,615035,-,KH.C1.15.v3.A.SL5-1
Chr1,599900,611133,-,KH.C1.15.v2.A.SL2-1
Chr1,618695,624382,+,KH.C1.344.v1.A.ND1-1
Chr1,624995,631142,-,KH.C1.781.v1.A.SL1-1
Chr1,624995,631142,-,KH.C1.781.v2.A.SL1-1
Chr1,624995,630702,-,KH.C1.781.v1.A.nonSL4-1
Chr1,624995,630702,-,KH.C1.781.v2.A.nonSL4-1
Chr1,624995,630699,-,KH.C1.781.v1.A.nonSL3-1
Chr1,624995,630699,-,KH.C1.781.v2.A.nonSL3-1
Chr1,624995,625057,-,KH.C1.781.v3.A.SL2-1
Chr1,634251,653971,-,KH.C1.997.v1.A.SL1-1
Chr1,654854,656537,+,KH.C1.831.v1.A.ND1-1
Chr1,654856,656537,+,KH.C1.831.v1.A.nonSL8-1
Chr1,654859,656537,+,KH.C1.831.v1.A.SL6-1
Chr1,654864,656537,+,KH.C1.831.v1.A.nonSL5-1
Chr1,654867,656537,+,KH.C1.831.v1.A.nonSL7-1
Chr1,654870,656537,+,KH.C1.831.v1.A.nonSL9-1
Chr1,654890,656537,+,KH.C1.831.v1.A.nonSL3-1
Chr1,654908,656537,+,KH.C1.831.v1.A.nonSL4-1
Chr1,654936,656537,+,KH.C1.831.v1.A.nonSL2-1
Chr1,656533,668382,-,KH.C1.110.v1.A.SL1-1
Chr1,656533,668328,-,KH.C1.110.v1.A.SL2-1
Chr1,656533,662243,-,KH.C1.110.v4.A.SL3-1
Chr1,659275,668382,-,KH.C1.110.v2.A.SL1-2
Chr1,659275,668328,-,KH.C1.110.v2.A.SL2-2
Chr1,659275,662243,-,KH.C1.110.v3.A.SL3-2
Chr1,669208,678012,-,KH.C1.771.v1.A.ND1-1
Chr1,687410,709268,-,KH.L140.2.v3.A.SL2-1
Chr1,687410,709268,-,KH.L140.2.v6.A.SL2-1
Chr1,687410,706089,-,KH.L140.2.v2.A.SL1-1
Chr1,687410,706089,-,KH.L140.2.v4.A.SL1-1
Chr1,687410,700762,-,KH.L140.2.v1.A.SL3-1
Chr1,687410,700762,-,KH.L140.2.v5.A.SL3-1
Chr1,710512,720755,-,KH.L140.7.v1.A.SL1-1
Chr1,723937,732525,+,KH.L140.6.v1.A.SL1-1
Chr1,723978,732525,+,KH.L140.6.v1.A.SL2-1
Chr1,726417,731175,+,KH.S1966.1.v1.B.ND1-1
Chr1,732386,742417,-,KH.L140.4.v1.A.ND1-1
Chr1,743725,747613,-,KH.L140.5.v1.A.nonSL5-1
Chr1,743725,747549,-,KH.L140.5.v1.A.nonSL4-1
Chr1,743725,747545,-,KH.L140.5.v1.A.nonSL3-1
Chr1,743725,745524,-,KH.L140.5.v2.A.ND2-1
Chr1,748913,749761,+,KH.L140.9.v1.A.SL1-1
Chr1,748949,749761,+,KH.L140.9.v1.A.SL2-1
Chr1,749762,750879,+,KH.L140.8.v1.A.SL1-1
Chr1,758005,761017,-,KH.C1.150.v1.A.SL1-1
Chr1,759175,761017,-,KH.C1.150.v2.A.SL1-2
Chr1,761018,764802,-,KH.C1.914.v1.A.ND1-1
Chr1,761018,764712,-,KH.C1.914.v1.A.SL2-1
Chr1,774961,779439,+,KH.C1.443.v1.A.SL3-1
Chr1,774970,779439,+,KH.C1.443.v1.A.SL4-1
Chr1,774988,779439,+,KH.C1.443.v1.A.SL1-1
Chr1,797883,806228,+,KH.C1.1238.v1.A.SL1-1
Chr1,805383,808140,-,KH.C1.841.v1.A.ND1-1
Chr1,805383,808137,-,KH.C1.841.v1.A.nonSL2-1
Chr1,808361,809417,+,KH.C1.709.v1.A.ND1-1
Chr1,808470,809417,+,KH.C1.709.v2.A.SL2-1
Chr1,810061,820692,-,KH.C1.165.v1.A.SL2-1
Chr1,810061,820692,-,KH.C1.165.v2.A.SL2-1
Chr1,810061,820692,-,KH.C1.165.v3.A.SL2-1
Chr1,810061,820692,-,KH.C1.165.v4.A.SL2-1
Chr1,810061,820692,-,KH.C1.165.v5.A.SL2-1
Chr1,810061,820679,-,KH.C1.165.v1.A.SL1-1
Chr1,810061,820679,-,KH.C1.165.v2.A.SL1-1
Chr1,810061,820679,-,KH.C1.165.v3.A.SL1-1
Chr1,810061,820679,-,KH.C1.165.v4.A.SL1-1
Chr1,810061,820679,-,KH.C1.165.v5.A.SL1-1
Chr1,825849,832337,-,KH.C1.1034.v1.B.SL1-1
Chr1,832338,839054,-,KH.C1.881.v1.A.SL2-1
Chr1,832338,839037,-,KH.C1.881.v1.A.SL1-1
Chr1,832338,833907,-,KH.C1.881.v2.A.SL4-1
Chr1,832338,833894,-,KH.C1.881.v2.A.SL3-1
Chr1,832338,833021,-,KH.C1.881.v2.A.SL5-1
Chr1,845357,845762,-,KH.C1.403.v1.A.ND1-1
Chr1,846561,854704,-,KH.C1.962.v1.A.SL1-1
Chr1,854705,857518,-,KH.C1.655.v1.A.SL1-1
Chr1,865874,866633,+,KH.S2345.1.v1.A.SL1-1
Chr1,870935,873057,+,KH.L140.3.v1.A.SL1-1
Chr1,875599,877190,+,KH.L140.1.v1.A.SL1-1
Chr1,878208,879226,+,KH.L140.10.v1.A.SL1-1
Chr1,880527,881049,+,KH.L140.11.v1.A.ND1-1
Chr1,885972,888563,-,KH.C1.969.v3.A.nonSL4-1
Chr1,885972,888556,-,KH.C1.969.v3.A.SL3-1
Chr1,885972,888547,-,KH.C1.969.v3.A.SL5-1
Chr1,885972,888195,-,KH.C1.969.v2.A.SL2-1
Chr1,885972,887007,-,KH.C1.969.v1.A.SL1-1
Chr1,890103,893811,+,KH.C1.172.v2.A.SL2-1
Chr1,890103,893274,+,KH.C1.172.v1.A.SL2-2
Chr1,890118,893811,+,KH.C1.172.v2.A.SL1-1
Chr1,890118,893274,+,KH.C1.172.v1.A.SL1-2
Chr1,890131,893811,+,KH.C1.172.v2.A.SL4-1
Chr1,890131,893274,+,KH.C1.172.v1.A.SL4-2
Chr1,890202,893811,+,KH.C1.172.v2.A.SL3-1
Chr1,890202,893274,+,KH.C1.172.v1.A.SL3-2
Chr1,890444,893811,+,KH.C1.172.v2.A.nonSL5-1
Chr1,890444,893274,+,KH.C1.172.v1.A.nonSL5-2
Chr1,897676,904467,+,KH.C1.183.v1.A.SL3-1
Chr1,897693,904467,+,KH.C1.183.v1.A.SL4-1
Chr1,897696,904467,+,KH.C1.183.v1.A.SL1-1
Chr1,899898,904467,+,KH.C1.183.v2.A.SL2-1
Chr1,909819,914408,+,KH.C1.526.v1.A.SL1-1
Chr1,916362,940664,+,KH.C1.1180.v1.A.SL1-1
Chr1,943020,958328,-,KH.C1.907.v1.A.SL3-1
Chr1,943020,957724,-,KH.C1.907.v2.B.ND2-1
Chr1,961440,979345,+,KH.C1.286.v1.A.SL2-1
Chr1,967384,967621,-,KH.C1.560.v1.C.ND1-1
Chr1,990492,999835,+,KH.L144.3.v1.B.SL1-1
Chr1,1000621,1003734,-,KH.L144.4.v2.A.SL3-1
Chr1,1000621,1003720,-,KH.L144.4.v3.A.SL2-1
Chr1,1000621,1003448,-,KH.L144.4.v1.A.SL1-1
Chr1,1000621,1003448,-,KH.L144.4.v4.A.SL1-1
Chr1,1000621,1002806,-,KH.L144.4.v5.A.SL4-1
Chr1,1000621,1002264,-,KH.L144.4.v6.A.SL5-1
Chr1,1004802,1009493,-,KH.L144.5.v1.A.SL2-1
Chr1,1004802,1009477,-,KH.L144.5.v1.A.SL1-1
Chr1,1017311,1018353,+,KH.L144.9.v1.A.SL2-1
Chr1,1017490,1018353,+,KH.L144.9.v1.A.SL3-1
Chr1,1020046,1024281,+,KH.L144.7.v1.A.SL1-1
Chr1,1024508,1030233,+,KH.L144.6.v1.A.SL1-1
Chr1,1031752,1040846,+,KH.L144.2.v2.A.SL2-1
Chr1,1031752,1033806,+,KH.L144.2.v1.A.SL2-2
Chr1,1032093,1040846,+,KH.L144.2.v7.A.SL5-1
Chr1,1032093,1033806,+,KH.L144.2.v5.A.SL5-2
Chr1,1032110,1040846,+,KH.L144.2.v7.A.SL3-1
Chr1,1032110,1033806,+,KH.L144.2.v5.A.SL3-2
Chr1,1033017,1040846,+,KH.L144.2.v6.A.SL4-1
Chr1,1033017,1033806,+,KH.L144.2.v8.A.SL4-2
Chr1,1033256,1040846,+,KH.L144.2.v4.A.SL1-1
Chr1,1033256,1033806,+,KH.L144.2.v3.A.SL1-2
Chr1,1040995,1554879,+,KH.L144.10.v2.A.ND1-1
Chr1,1040995,1045141,+,KH.L144.10.v1.A.ND1-2
Chr1,1049933,1069827,+,KH.L144.12.v1.A.ND2-1
Chr1,1051640,1054287,-,KH.L144.15.v1.C.ND1-1
Chr1,1056695,1069827,+,KH.L144.12.v2.A.SL1-1
Chr1,1056848,1059159,-,KH.L144.11.v1.A.SL1-1
Chr1,1082399,1086439,+,KH.L144.13.v1.A.ND1-1
Chr1,1088117,1093947,+,KH.L144.14.v1.A.ND1-1
Chr1,1097458,1123413,+,KH.L144.1.v1.A.SL2-1
Chr1,1097458,1123413,+,KH.L144.1.v2.A.SL1-1
Chr1,1103806,1123413,+,KH.L144.1.v3.A.SL3-1
Chr1,1127770,1134284,+,KH.L144.17.v1.A.ND1-1
Chr1,1134716,1136756,+,KH.L144.16.v1.A.ND1-1
Chr1,1134725,1136756,+,KH.L144.16.v1.A.SL2-1
Chr1,1162398,1170439,+,KH.C1.816.v1.A.SL1-1
Chr1,1162398,1170439,+,KH.C1.816.v2.A.SL1-1
Chr1,1162402,1170439,+,KH.C1.816.v1.A.SL2-1
Chr1,1162402,1170439,+,KH.C1.816.v2.A.SL2-1
Chr1,1162424,1170439,+,KH.C1.816.v1.A.SL3-1
Chr1,1162424,1170439,+,KH.C1.816.v2.A.SL3-1
Chr1,1171321,1176756,+,KH.C1.512.v1.A.SL2-1
Chr1,1171402,1176756,+,KH.C1.512.v1.A.SL3-1
Chr1,1183118,1183833,+,KH.C1.375.v1.A.ND1-1
Chr1,1183834,1188818,+,KH.C1.1064.v1.A.SL1-1
Chr1,1188320,1194253,-,KH.C1.1094.v1.A.SL1-1
Chr1,1199402,1208504,+,KH.C1.421.v1.A.SL1-1
Chr1,1199418,1208504,+,KH.C1.421.v1.A.nonSL3-1
Chr1,1199469,1208504,+,KH.C1.421.v1.A.SL2-1
Chr1,1209445,1210504,+,KH.C1.331.v1.A.SL1-1
Chr1,1209513,1210504,+,KH.C1.331.v1.A.SL4-1
Chr1,1209535,1210504,+,KH.C1.331.v1.A.SL3-1
Chr1,1209712,1210504,+,KH.C1.331.v1.A.nonSL2-1
